config_id,strategy,status,sharpe,n_trades,max_drawdown,profit_factor,cum_return,calmar,long_pct,params
DualMovingAverageCrossover_767ba59891d3,DualMovingAverageCrossover,success,-0.07792916004522507,110,-0.07314374100364252,0.9698552255212782,-0.008095213596472028,-0.017301807507296988,0.4727,"{""long_period"": 52, ""short_period"": 12}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.07113307541680579,43,-0.02240978054011078,1.0272722448916485,0.0012829290616118705,0.008914181013117726,0.4651,"{""bb_period"": 32, ""bb_std"": 3.0854, ""bw_percentile"": 73, ""lam_thresh"": 0.2852, ""lookback"": 30}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-1.238097888622718,151,-0.1732867473621338,0.5262262864721224,-0.1704229996111707,-0.16555753864061457,0.3642,"{""bb_period"": 10, ""bb_std"": 1.6413, ""bw_percentile"": 70, ""lam_thresh"": 0.4785, ""lookback"": 35}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-1.238097888622718,151,-0.1732867473621338,0.5262262864721224,-0.1704229996111707,-0.16555753864061457,0.3642,"{""bb_period"": 21, ""bb_std"": 3.0358, ""bw_percentile"": 32, ""lam_thresh"": 0.5987, ""lookback"": 49}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-1.238097888622718,151,-0.1732867473621338,0.5262262864721224,-0.1704229996111707,-0.16555753864061457,0.3642,"{""bb_period"": 14, ""bb_std"": 2.3815, ""bw_percentile"": 54, ""lam_thresh"": 0.5053, ""lookback"": 24}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.3043712472926355,55,-0.029138325395805964,0.792353464777196,-0.019436917988965963,-0.10478658350136388,0.5091,"{""bb_period"": 17, ""bb_std"": 3.0215, ""bw_percentile"": 76, ""lam_thresh"": 0.8312, ""lookback"": 32}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-1.238097888622718,151,-0.1732867473621338,0.5262262864721224,-0.1704229996111707,-0.16555753864061457,0.3642,"{""bb_period"": 12, ""bb_std"": 2.3178, ""bw_percentile"": 51, ""lam_thresh"": 0.7699, ""lookback"": 39}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-1.238097888622718,151,-0.1732867473621338,0.5262262864721224,-0.1704229996111707,-0.16555753864061457,0.3642,"{""bb_period"": 38, ""bb_std"": 2.7011, ""bw_percentile"": 58, ""lam_thresh"": 0.4057, ""lookback"": 27}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.3043712472926355,55,-0.029138325395805964,0.792353464777196,-0.019436917988965963,-0.10478658350136388,0.5091,"{""bb_period"": 25, ""bb_std"": 2.6623, ""bw_percentile"": 41, ""lam_thresh"": 0.8157, ""lookback"": 33}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-1.238097888622718,151,-0.1732867473621338,0.5262262864721224,-0.1704229996111707,-0.16555753864061457,0.3642,"{""bb_period"": 34, ""bb_std"": 2.1056, ""bw_percentile"": 43, ""lam_thresh"": 0.2664, ""lookback"": 38}"
